102	[2.8445642063245202, 7.84456420632452, -36.68947044718843, -31.689470447188427, -81.87268829345703, -76.87268829345703]											
103	[2.1597741157495136, 7.159774115749514, -34.71116996171736, -29.71116996171736, -86.67233276367186, -81.67233276367186]											
104	[22.5247514001245, 27.5247514001245, -40.29354709072894, -35.29354709072894, 83.43748474121094, 88.43748474121094]											
105	[3.5360486462642484, 8.536048646264248, -59.28127545906679, -54.28127545906679, -75.30220794677737, -70.30220794677737]											
106	[14.82621302739497, 19.82621302739497, -25.064973395343323, -20.064973395343323, -64.41800689697266, -59.418006896972656]											
107	[18.281155848274437, 23.281155848274437, -123.7939962801465, -118.7939962801465, -52.56670379638672, -47.56670379638672]											
108	[16.36920569876534, 21.36920569876534, -122.87285701272575, -117.87285701272575, -72.74679565429688, -67.74679565429688]											
109	[19.540683331386447, 24.540683331386447, -33.0161969081764, -28.016196908176397, -88.26638793945312, -83.26638793945312]											
110	[13.689784450804098, 18.689784450804098, -36.824131776329814, -31.824131776329814, -63.9471244812012, -58.9471244812012]											
111	[14.056089916991937, 19.056089916991937, -43.925019871652495, -38.925019871652495, -76.5325927734375, -71.5325927734375]											
112	[10.156841070237846, 15.156841070237846, -28.452136906070656, -23.452136906070656, -73.70641326904295, -68.70641326904295]											
113	[43.925771501011326, 48.925771501011326, 4.042426623505875, 9.042426623505875, -101.57713317871094, -96.57713317871094]											
114	[25.604482625929933, 30.604482625929933, -69.64418135437, -64.64418135437, -87.09780883789062, -82.09780883789062]											
115	[0.6407697392213265, 5.6407697392213265, -37.585009344582396, -32.585009344582396, -64.599609375, -59.599609375]											
116	[4.122806207251045, 9.122806207251045, -60.55119497994569, -55.55119497994569, 77.27501678466797, 82.27501678466797]											
117	[19.337111225375793, 24.337111225375793, -54.83023115847833, -49.83023115847833, 77.3583984375, 82.3583984375]											
118	[17.44322021161551, 22.44322021161551, -50.476003051516194, -45.476003051516194, 74.6324234008789, 79.6324234008789]											
119	[17.187085280327494, 22.187085280327494, -30.85924842396793, -25.85924842396793, -86.0945053100586, -81.0945053100586]											
120	[26.124815016786215, 31.124815016786215, -60.19973538676527, -55.19973538676527, 75.42667388916016, 80.42667388916016]											
121	[23.705559995654284, 28.705559995654284, -56.11919094730277, -51.11919094730277, 69.37628936767581, 74.37628936767581]											
122	[21.92255141492086, 26.92255141492086, -36.48862838793186, -31.48862838793186, 87.72603607177734, 92.72603607177734]											
123	[23.54419025500505, 28.54419025500505, -62.827487808190334, -57.827487808190334, -74.0638427734375, -69.0638427734375]											
124	[23.20255071782813, 28.20255071782813, -47.4241013104417, -42.4241013104417, 73.01187133789062, 78.01187133789062]											
125	[20.44143867793384, 25.44143867793384, -46.33305257039952, -41.33305257039952, 72.15675354003906, 77.15675354003906]											
126	[16.611618089569532, 21.611618089569532, -40.3280841019879, -35.3280841019879, 71.31324768066406, 76.31324768066406]											
127	[-10.813751825080075, -5.813751825080075, -52.4007057183645, -47.4007057183645, -20.518423080444336, -15.518423080444336]											
128	[11.745189361416465, 16.745189361416465, -59.861101010879864, -54.861101010879864, -74.16929626464847, -69.16929626464847]											
129	[10.09928949945163, 15.09928949945163, -52.9508612177505, -47.9508612177505, -74.97807312011719, -69.97807312011719]											
130	[11.062435007474136, 16.062435007474136, -61.261322164983326, -56.261322164983326, -79.11244201660156, -74.11244201660156]											
131	[9.940026498467518, 14.940026498467518, -51.0676823220989, -46.0676823220989, -78.32033538818362, -73.32033538818362]											
132	[-5.647524126729763, -0.6475241267297633, 3.4312901381372853, 8.431290138137285, -47.32515335083008, -42.32515335083008]											
133	[-9.543703454399093, -4.543703454399093, 1.24914059780059, 6.24914059780059, -52.13618850708008, -47.13618850708008]											
134	[10.00863371872822, 15.00863371872822, -34.747788222751765, -29.747788222751765, 72.20642852783203, 77.20642852783203]											
135	NA											
136	[9.856417172003319, 14.856417172003319, -46.63229765088407, -41.63229765088407, 70.20029449462893, 75.20029449462893]											
137	[11.08096491284033, 16.08096491284033, -33.53121121511888, -28.53121121511888, 82.22541046142578, 87.22541046142578]											
138	[12.30079320897218, 17.30079320897218, -32.9176361676475, -27.9176361676475, 75.52291870117188, 80.52291870117188]											
139	[2.9272920560626403, 7.92729205606264, -38.32919941143999, -33.32919941143999, 84.3073959350586, 89.3073959350586]											
140	[14.656140121149452, 19.656140121149452, -25.597480783438897, -20.597480783438897, 71.05040740966797, 76.05040740966797]											
141	[-1.3413031796191461, 3.658696820380854, -98.03599295482155, -93.03599295482155, 71.08782958984375, 76.08782958984375]											
142	[17.784927576511365, 22.784927576511365, -76.48657619954949, -71.48657619954949, 91.19376373291018, 96.19376373291018]											
143	[22.4241680110554, 27.4241680110554, -77.80765644896312, -72.80765644896312, 94.06075286865234, 99.06075286865234]											
144	[18.19339140008367, 23.19339140008367, -33.37748731933259, -28.377487319332587, 72.00289154052734, 77.00289154052734]											
145	[21.99312540385013, 26.99312540385013, -25.91680235018336, -20.91680235018336, 62.61640548706055, 67.61640548706055]											
146	[15.152974991101516, 20.152974991101516, -62.9275944720698, -57.9275944720698, -65.7632064819336, -60.763206481933594]											
147	[10.42053226031635, 15.42053226031635, -57.48750917272942, -52.48750917272942, 48.61594772338867, 53.61594772338867]											
148	[34.15744702571797, 39.15744702571797, -73.1809552723064, -68.1809552723064, -96.64652252197263, -91.64652252197263]											
149	[-2.4107328991436248, 2.5892671008563752, -17.654477499201484, -12.654477499201484, -100.80058288574213, -95.80058288574213]											
150	[19.219178900144044, 24.219178900144044, -79.10400254589774, -74.10400254589774, 81.5606460571289, 86.5606460571289]											
151	[13.874110137155114, 18.874110137155114, -73.47773380283579, -68.47773380283579, -120.3748550415039, -115.3748550415039]											
152	[1.2245158234368034, 6.224515823436803, -27.92652074844175, -22.92652074844175, 65.92181396484375, 70.92181396484375]											
153	[2.6995191030670895, 7.6995191030670895, -41.83150452710775, -36.83150452710775, 72.12861633300778, 77.12861633300778]											
154	[2.6296672721621235, 7.6296672721621235, -37.35695673820965, -32.35695673820965, 70.89450073242188, 75.89450073242188]											
155	[40.188645398874314, 45.188645398874314, -88.44888400791775, -83.44888400791775, 53.633705139160156, 58.633705139160156]											
156	[38.1471972818624, 43.1471972818624, -49.07313904217854, -44.07313904217854, -60.97550964355469, -55.97550964355469]											
157	[25.47423611632007, 30.47423611632007, -67.78504480450425, -62.78504480450425, -72.23774719238281, -67.23774719238281]											
158	[24.780534748198306, 29.780534748198306, -63.91020859226455, -58.91020859226455, -93.91320037841797, -88.91320037841797]											
159	[25.27449539683431, 30.27449539683431, -76.43294960818366, -71.43294960818366, 81.58660888671875, 86.58660888671875]											
160	[20.866595107224555, 25.866595107224555, -52.13308644194983, -47.13308644194983, 59.11850357055667, 64.11850357055667]											
161	[7.0066771356694915, 12.006677135669491, -25.136309727162576, -20.136309727162576, 80.34052276611331, 85.34052276611331]											
162	[10.559806668573202, 15.559806668573202, -17.92654039472803, -12.926540394728029, 72.03681182861328, 77.03681182861328]											
163	[9.494639052129116, 14.494639052129116, -18.75369668316553, -13.75369668316553, 77.95880889892578, 82.95880889892578]											
164	[21.53553956914891, 26.53553956914891, -61.216277553534184, -56.216277553534184, 65.84437561035156, 70.84437561035156]											
165	[13.033382195734504, 18.033382195734504, -22.845830819726444, -17.845830819726444, 74.32960510253906, 79.32960510253906]											
166	[9.140609336110884, 14.140609336110884, -20.464406934071974, -15.464406934071974, 75.85822296142578, 80.85822296142578]											
167	[3.617637316111967, 8.617637316111967, -36.258055458540206, -31.258055458540206, 62.78309631347656, 67.78309631347656]											
168	[8.797835338730835, 13.797835338730835, -30.004149225062434, -25.004149225062434, -50.87432861328125, -45.87432861328125]											
169	[17.993043155918883, 22.993043155918883, -50.18788407083194, -45.18788407083194, -82.58656311035156, -77.58656311035156]											
170	[9.533111396170483, 14.533111396170483, -19.381847561791783, -14.381847561791783, 63.306922912597656, 68.30692291259766]											
171	[19.818040461551192, 24.818040461551192, -73.04091263001936, -68.04091263001936, 72.35675048828125, 77.35675048828125]											
172	[22.797040298053673, 27.797040298053673, -69.04460088294296, -64.04460088294296, 86.55525083285252, 91.55525083285252]											
173	[9.882588768206688, 14.882588768206688, -37.273333233743784, -32.273333233743784, 71.31148529052734, 76.31148529052734]											
174	[21.887442545425372, 26.887442545425372, -52.283777569379026, -47.283777569379026, -80.69668579101562, -75.69668579101562]											
175	[24.82331641784259, 29.82331641784259, -4.4485970238676344, 0.5514029761323656, 55.46647644042969, 60.46647644042969]											
176	NA											
177	[12.250168789403858, 17.25016878940386, -42.38145188646928, -37.38145188646928, -70.99834442138673, -65.99834442138673]											
178	[108.59539100107304, 113.59539100107304, -8.258712960119382, -3.2587129601193823, 111.96067810058594, 116.96067810058594]											
179	[107.44476372693197, 112.44476372693197, -37.03589138928771, -32.03589138928771, 97.3514633178711, 102.3514633178711]											
180	[22.17650982033257, 27.17650982033257, -71.74779448021629, -66.74779448021629, -78.42267608642575, -73.42267608642575]											
181	[23.370445531064746, 28.370445531064746, -64.10610541337756, -59.10610541337756, 71.49529266357422, 76.49529266357422]											
182	[6.874356317388987, 11.874356317388987, -35.1049154594755, -30.1049154594755, -68.68791961669922, -63.68791961669922]											
183	[3.613148872053813, 8.613148872053813, -62.171013175848316, -57.171013175848316, 72.7175064086914, 77.7175064086914]											
184	[-6.82993994892837, -1.82993994892837, -13.255995019626159, -8.255995019626159, 75.6792984008789, 80.6792984008789]											
185	[7.159397795356426, 12.159397795356426, -41.770718240459125, -36.770718240459125, -67.34228515624997, -62.34228515624997]											
186	[13.904986920991632, 18.904986920991632, -65.27039869257173, -60.27039869257173, 67.05890655517578, 72.05890655517578]											
187	[13.709665472220564, 18.709665472220564, -65.5374154364516, -60.537415436451596, 53.769744873046875, 58.769744873046875]											
188	[29.130823456628008, 34.13082345662801, -42.54948400236991, -37.54948400236991, -82.98882293701169, -77.98882293701169]											
189	[29.135465087131962, 34.13546508713196, -29.777377027246615, -24.777377027246615, -91.88230895996094, -86.88230895996094]											
190	[19.888331657080045, 24.888331657080045, -31.66405365146854, -26.66405365146854, -71.66780090332031, -66.66780090332031]											
191	[9.198517343299187, 14.198517343299187, -44.37495950655159, -39.37495950655159, 69.43590545654297, 74.43590545654297]											
192	[2.3120992327969816, 7.312099232796982, -57.188627082623235, -52.188627082623235, 104.74895477294922, 109.74895477294922]											
193	[0.7446892980736948, 5.744689298073695, -54.330366888892726, -49.330366888892726, 96.18012237548828, 101.18012237548828]	
194	[18.329007344184475, 23.329007344184475, -28.997001162390927, -23.997001162390927, 70.36844635009766, 75.36844635009766]											
195	[18.217250930456203, 23.217250930456203, -25.48610859241321, -20.48610859241321, 56.01385498046875, 61.01385498046875]											
196	[37.72244973005764, 42.72244973005764, -61.2207157648613, -56.2207157648613, 92.14332580566406, 97.14332580566406]											
197	[42.21159730530633, 47.21159730530633, -81.38657461417256, -76.38657461417256, 89.15979766845703, 94.15979766845703]											
198	[29.57328498130289, 34.57328498130289, -62.60845420425687, -57.60845420425687, 113.23074340820312, 118.23074340820312]											
199	[17.671540169796174, 22.671540169796174, -66.93250428590304, -61.932504285903036, -72.98760223388672, -67.98760223388672]											
200	[15.059932490939758, 20.059932490939758, -65.36927697965146, -60.36927697965146, -77.5306396484375, -72.5306396484375]											
201	[24.37857397642108, 29.37857397642108, -21.765125753620495, -16.765125753620495, 84.77201843261719, 89.77201843261719]											
202	[18.697766317365733, 23.697766317365733, -60.57369010788144, -55.57369010788144, -101.04969024658203, -96.04969024658203]											
203	[24.497301974855603, 29.497301974855603, -72.04628764124315, -67.04628764124315, 61.429786682128906, 66.4297866821289]											
204	[5.036619198454645, 10.036619198454645, -90.63981310215962, -85.63981310215962, -74.7629165649414, -69.7629165649414]											
205	[3.4209394365506682, 8.420939436550668, -83.56323351610558, -78.56323351610558, -74.24654388427736, -69.24654388427736]											
206	[17.404120092943074, 22.404120092943074, -78.96919457122762, -73.96919457122762, 75.36257934570315, 80.36257934570315]											
207	[15.064048204024061, 20.06404820402406, -82.50211447440259, -77.50211447440259, -73.04187774658203, -68.04187774658203]											
208	[13.562376876065485, 18.562376876065485, -80.44304760512281, -75.44304760512281, -72.73951721191408, -67.73951721191408]											
209	[32.12033892716178, 37.12033892716178, -94.82786855818523, -89.82786855818523, -83.50608062744143, -78.50608062744143]											
210	[28.730656136617768, 33.73065613661777, -98.9257864007096, -93.9257864007096, -86.310806274414, -81.310806274414]											
211	[34.24135286106285, 39.24135286106285, -86.95271695384565, -81.95271695384565, 44.72695541381836, 49.72695541381836]											
212	[19.655674114466592, 24.655674114466592, -65.78019903414389, -60.78019903414389, 76.67870330810547, 81.67870330810547]											
213	[3.4485213155010683, 8.448521315501068, -55.63408047023985, -50.63408047023985, 82.5809097290039, 87.5809097290039]											
214	[21.70631682310531, 26.70631682310531, -46.365580950467354, -41.365580950467354, 89.05258178710938, 94.05258178710938]											
215	[20.864687356081504, 25.864687356081504, -35.39481176329042, -30.39481176329042, -95.51508331298825, -90.51508331298825]											
216	[12.399855145174172, 17.399855145174172, -37.12103392656134, -32.12103392656134, 59.06610107421875, 64.06610107421875]											
217	[20.810067148368546, 25.810067148368546, -33.12856545489122, -28.128565454891223, 84.9900894165039, 89.9900894165039]											
218	[21.09195188794385, 26.09195188794385, -34.548049667386245, -29.548049667386245, 78.8153991699219, 83.8153991699219]											
219	[16.702533326897566, 21.702533326897566, -56.080897639458684, -51.080897639458684, 99.84933471679688, 104.84933471679688]											
220	[13.536720035687352, 18.536720035687352, -41.34651965833562, -36.34651965833562, 91.53084564208984, 96.53084564208984]											
221	[9.19644858011253, 14.19644858011253, -50.23579350522724, -45.23579350522724, 91.23657989501956, 96.23657989501956]											
222	[4.4923819994322685, 9.492381999432268, -42.39124001138617, -37.39124001138617, 85.47928619384766, 90.47928619384766]											
223	[24.984456133370788, 29.984456133370788, -92.93653941496271, -87.93653941496271, 77.50308990478516, 82.50308990478516]											
224	[23.20685229507373, 28.20685229507373, -94.51628354465123, -89.51628354465123, 74.84524536132812, 79.84524536132812]											
225	[8.69683729628818, 13.69683729628818, -44.69874509611872, -39.69874509611872, 75.82540130615234, 80.82540130615234]											
226	[19.675836905306653, 24.675836905306653, -63.9128386117567, -58.9128386117567, 66.78761291503906, 71.78761291503906]											
227	[36.45365582609395, 41.45365582609395, -96.6298142778935, -91.6298142778935, -118.82476043701169, -113.82476043701169]											
228	[2.214448283250306, 7.214448283250306, -61.81726539876274, -56.81726539876274, -73.83840179443362, -68.83840179443362]											
229	[17.772087460809473, 22.772087460809473, -66.96222635862806, -61.96222635862806, 85.80028533935547, 90.80028533935547]											
230	[24.219471635008148, 29.219471635008148, -78.10062695849653, -73.10062695849653, 57.084457397460966, 62.084457397460966]											
231	[2.58920227728413, 7.58920227728413, -46.68033375784514, -41.68033375784514, 82.11051177978516, 87.11051177978516]											
232	[21.219420063048545, 26.219420063048545, -74.1664796205654, -69.1664796205654, -84.66621398925781, -79.66621398925781]											
233	[14.271088623495132, 19.27108862349513, -64.65979288960557, -59.65979288960557, -88.66158294677734, -83.66158294677734]											
234	[17.843876424368887, 22.843876424368887, -64.93376486621204, -59.933764866212044, -92.44028472900392, -87.44028472900392]											
235	[10.512268893390285, 15.512268893390285, -37.149897550058725, -32.149897550058725, 75.79872131347656, 80.79872131347656]											
236	[8.983240683691662, 13.983240683691662, -20.412781269307096, -15.412781269307096, 65.25162506103516, 70.25162506103516]											
237	[12.658664888828582, 17.658664888828582, -46.063424816425794, -41.063424816425794, 82.31162261962893, 87.31162261962893]											
238	[19.037909098883404, 24.037909098883404, -24.843441869795484, -19.843441869795484, -67.96934509277344, -62.96934509277344]											
239	[6.592532816759501, 11.592532816759501, -47.90374940878956, -42.90374940878956, 80.47049713134766, 85.47049713134766]											
240	[25.85398155597659, 30.85398155597659, -82.98860972501716, -77.98860972501716, -93.31974792480469, -88.31974792480469]											
241	[5.603726077652283, 10.603726077652283, -72.50096436522615, -67.50096436522615, 16.4794864654541, 21.4794864654541]											
242	[7.656423198740811, 12.65642319874081, -39.640504545729634, -34.640504545729634, 71.20604705810547, 76.20604705810547]											
243	NA											
244	[21.04184236330528, 26.04184236330528, -52.366177994731025, -47.366177994731025, 72.38788604736328, 77.38788604736328]											
245	[10.724734348446987, 15.724734348446987, -39.559622603345474, -34.559622603345474, 89.81122589111328, 94.81122589111328]											
246	[0.4002689564909758, 5.400268956490976, -32.95379446997114, -27.953794469971143, -74.31671142578124, -69.31671142578124]											
247	NA											
248	NA											
249	NA											
250	[11.350918714572487, 16.350918714572487, -37.853321687543314, -32.853321687543314, 67.48312377929688, 72.48312377929688]											
251	[-2.988211611037059, 2.011788388962941, -52.071491168299985, -47.071491168299985, -88.83211517333984, -83.83211517333984]											
252	NA											
253	[8.242509796422013, 13.242509796422013, -45.44686284499039, -40.44686284499039, 68.82740020751953, 73.82740020751953]											
254	[8.905733635026252, 13.905733635026252, -50.66933232537271, -45.66933232537271, -72.8948669433594, -67.8948669433594]											
255	[25.625208629255297, 30.625208629255297, -50.25220961931367, -45.25220961931367, -96.1214599609375, -91.1214599609375]											
256	[26.039305816826186, 31.039305816826186, -15.288815039056109, -10.288815039056109, -80.64207458496092, -75.64207458496092]											
257	[30.444914786866832, 35.44491478686683, -50.48396975634673, -45.48396975634673, -109.09991455078125, -104.09991455078125]											
258	[9.738249002161183, 14.738249002161183, -30.987667161493363, -25.987667161493363, -61.003211975097685, -56.003211975097685]											
